"phenotype" "Phenotype Description" "variable_type" "source" "n_non_missing" "n_missing" "n_controls" "n_cases"
"20001_1001" "Cancer code, self-reported: lung cancer" "binary" "phesant" 361141 53 360938 203
"20002_1250" "Non-cancer illness code, self-reported: bell's palsy/facial nerve palsy" "binary" "phesant" 361141 53 360783 358
"20002_1251" "Non-cancer illness code, self-reported: spinal cord disorder" "binary" "phesant" 361141 53 360779 362
"20002_1254" "Non-cancer illness code, self-reported: peripheral nerve disorder" "binary" "phesant" 361141 53 360935 206
"20002_1255" "Non-cancer illness code, self-reported: peripheral neuropathy" "binary" "phesant" 361141 53 360621 520
"20002_1256" "Non-cancer illness code, self-reported: acute infective polyneuritis/guillain-barre syndrome" "binary" "phesant" 361141 53 360971 170
"20002_1257" "Non-cancer illness code, self-reported: trapped nerve/compressed nerve" "binary" "phesant" 361141 53 360068 1073
"20002_1258" "Non-cancer illness code, self-reported: chronic/degenerative neurological problem" "binary" "phesant" 361141 53 361017 124
"20002_1261" "Non-cancer illness code, self-reported: multiple sclerosis" "binary" "phesant" 361141 53 359815 1326
"20002_1262" "Non-cancer illness code, self-reported: parkinsons disease" "binary" "phesant" 361141 53 360489 652
"20002_1264" "Non-cancer illness code, self-reported: epilepsy" "binary" "phesant" 361141 53 358126 3015
"20002_1265" "Non-cancer illness code, self-reported: migraine" "binary" "phesant" 361141 53 350494 10647
"20002_1266" "Non-cancer illness code, self-reported: head injury" "binary" "phesant" 361141 53 359911 1230
"20002_1267" "Non-cancer illness code, self-reported: spinal injury" "binary" "phesant" 361141 53 360558 583
"20002_1274" "Non-cancer illness code, self-reported: eye infection" "binary" "phesant" 361141 53 360782 359
"20002_1275" "Non-cancer illness code, self-reported: retinal problem" "binary" "phesant" 361141 53 360510 631
"20002_1276" "Non-cancer illness code, self-reported: diabetic eye disease" "binary" "phesant" 361141 53 360442 699
"20002_1277" "Non-cancer illness code, self-reported: glaucoma" "binary" "phesant" 361141 53 357355 3786
"20002_1278" "Non-cancer illness code, self-reported: cataract" "binary" "phesant" 361141 53 356096 5045
"20002_1279" "Non-cancer illness code, self-reported: eye trauma" "binary" "phesant" 361141 53 360599 542
"20002_1281" "Non-cancer illness code, self-reported: retinal detachment" "binary" "phesant" 361141 53 359922 1219
"20002_1282" "Non-cancer illness code, self-reported: retinal artery/vein occlusion" "binary" "phesant" 361141 53 360969 172
"20002_1286" "Non-cancer illness code, self-reported: depression" "binary" "phesant" 361141 53 340493 20648
"20002_1287" "Non-cancer illness code, self-reported: anxiety/panic attacks" "binary" "phesant" 361141 53 356180 4961
"20002_1288" "Non-cancer illness code, self-reported: nervous breakdown" "binary" "phesant" 361141 53 360573 568
"20002_1289" "Non-cancer illness code, self-reported: schizophrenia" "binary" "phesant" 361141 53 360750 391
"20002_1290" "Non-cancer illness code, self-reported: deliberate self-harm/suicide attempt" "binary" "phesant" 361141 53 360954 187
"20002_1291" "Non-cancer illness code, self-reported: mania/bipolar disorder/manic depression" "binary" "phesant" 361141 53 360133 1008
"20002_1293" "Non-cancer illness code, self-reported: bone disorder" "binary" "phesant" 361141 53 360314 827
"20002_1294" "Non-cancer illness code, self-reported: back problem" "binary" "phesant" 361141 53 354802 6339
"20002_1295" "Non-cancer illness code, self-reported: joint disorder" "binary" "phesant" 361141 53 359398 1743
"20002_1297" "Non-cancer illness code, self-reported: muscle/soft tissue problem" "binary" "phesant" 361141 53 358279 2862
"20002_1308" "Non-cancer illness code, self-reported: osteomyelitis" "binary" "phesant" 361141 53 360577 564
"20002_1309" "Non-cancer illness code, self-reported: osteoporosis" "binary" "phesant" 361141 53 355405 5736
"20002_1311" "Non-cancer illness code, self-reported: spine arthritis/spondylitis" "binary" "phesant" 361141 53 357987 3154
"20002_1312" "Non-cancer illness code, self-reported: prolapsed disc/slipped disc" "binary" "phesant" 361141 53 355135 6006
"20002_1313" "Non-cancer illness code, self-reported: ankylosing spondylitis" "binary" "phesant" 361141 53 360103 1038
"20002_1322" "Non-cancer illness code, self-reported: myositis/myopathy" "binary" "phesant" 361141 53 360996 145
"20002_1327" "Non-cancer illness code, self-reported: low platelets/platelet disorder" "binary" "phesant" 361141 53 360827 314
"20002_1330" "Non-cancer illness code, self-reported: iron deficiency anaemia" "binary" "phesant" 361141 53 359153 1988
"20002_1331" "Non-cancer illness code, self-reported: pernicious anaemia" "binary" "phesant" 361141 53 360032 1109
"20002_1371" "Non-cancer illness code, self-reported: sarcoidosis" "binary" "phesant" 361141 53 360436 705
"20002_1372" "Non-cancer illness code, self-reported: vasculitis" "binary" "phesant" 361141 53 360985 156
"20002_1373" "Non-cancer illness code, self-reported: connective tissue disorder" "binary" "phesant" 361141 53 360986 155
"20002_1374" "Non-cancer illness code, self-reported: allergy/hypersensitivity/anaphylaxis" "binary" "phesant" 361141 53 358519 2622
"20002_1377" "Non-cancer illness code, self-reported: polymyalgia rheumatica" "binary" "phesant" 361141 53 360388 753
"20002_1381" "Non-cancer illness code, self-reported: systemic lupus erythematosis/sle" "binary" "phesant" 361141 53 360726 415
"20002_1382" "Non-cancer illness code, self-reported: sjogren's syndrome/sicca syndrome" "binary" "phesant" 361141 53 360803 338
"20002_1384" "Non-cancer illness code, self-reported: scleroderma/systemic sclerosis" "binary" "phesant" 361141 53 361020 121
"20002_1385" "Non-cancer illness code, self-reported: allergy or anaphylactic reaction to food" "binary" "phesant" 361141 53 359520 1621
"20002_1386" "Non-cancer illness code, self-reported: allergy or anaphylactic reaction to drug" "binary" "phesant" 361141 53 357886 3255
"20002_1387" "Non-cancer illness code, self-reported: hayfever/allergic rhinitis" "binary" "phesant" 361141 53 340474 20667
"20002_1394" "Non-cancer illness code, self-reported: peripheral nerve injury" "binary" "phesant" 361141 53 360914 227
"20002_1398" "Non-cancer illness code, self-reported: pneumonia" "binary" "phesant" 361141 53 355959 5182
"20002_1400" "Non-cancer illness code, self-reported: peptic ulcer" "binary" "phesant" 361141 53 360760 381
"20002_1405" "Non-cancer illness code, self-reported: other renal/kidney problem" "binary" "phesant" 361141 53 359637 1504
"20002_1406" "Non-cancer illness code, self-reported: muscle or soft tissue injuries" "binary" "phesant" 361141 53 358488 2653
"20002_1407" "Non-cancer illness code, self-reported: burns" "binary" "phesant" 361141 53 360803 338
"20002_1408" "Non-cancer illness code, self-reported: alcohol dependency" "binary" "phesant" 361141 53 360580 561
"20002_1412" "Non-cancer illness code, self-reported: bronchitis" "binary" "phesant" 361141 53 358460 2681
"20002_1413" "Non-cancer illness code, self-reported: nasal/sinus disorder" "binary" "phesant" 361141 53 359745 1396
"20002_1414" "Non-cancer illness code, self-reported: throat or larynx disorder" "binary" "phesant" 361141 53 360816 325
"20002_1415" "Non-cancer illness code, self-reported: ear/vestibular disorder" "binary" "phesant" 361141 53 358038 3103
"20002_1416" "Non-cancer illness code, self-reported: chronic sinusitis" "binary" "phesant" 361141 53 358884 2257
"20002_1417" "Non-cancer illness code, self-reported: nasal polyps" "binary" "phesant" 361141 53 359554 1587
"20002_1419" "Non-cancer illness code, self-reported: vocal cord polyp" "binary" "phesant" 361141 53 360987 154
"20002_1420" "Non-cancer illness code, self-reported: otosclerosis" "binary" "phesant" 361141 53 360952 189
"20002_1421" "Non-cancer illness code, self-reported: meniere's disease" "binary" "phesant" 361141 53 360110 1031
"20002_1425" "Non-cancer illness code, self-reported: cerebral aneurysm" "binary" "phesant" 361141 53 360885 256
"20002_1427" "Non-cancer illness code, self-reported: polycystic kidney" "binary" "phesant" 361141 53 360890 251
"20002_1428" "Non-cancer illness code, self-reported: thyroiditis" "binary" "phesant" 361141 53 360961 180
"20002_1430" "Non-cancer illness code, self-reported: hypopituitarism" "binary" "phesant" 361141 53 361008 133
"20002_1433" "Non-cancer illness code, self-reported: cerebral palsy" "binary" "phesant" 361141 53 361018 123
"20002_1434" "Non-cancer illness code, self-reported: other neurological problem" "binary" "phesant" 361141 53 359633 1508
"20002_1435" "Non-cancer illness code, self-reported: optic neuritis" "binary" "phesant" 361141 53 361012 129
"20002_1436" "Non-cancer illness code, self-reported: headaches (not migraine)" "binary" "phesant" 361141 53 358119 3022
"20002_1437" "Non-cancer illness code, self-reported: myasthenia gravis" "binary" "phesant" 361141 53 361036 105
"20002_1438" "Non-cancer illness code, self-reported: polycythaemia vera" "binary" "phesant" 361141 53 360982 159
"20002_1439" "Non-cancer illness code, self-reported: hiv/aids" "binary" "phesant" 361141 53 360856 285
"20002_1440" "Non-cancer illness code, self-reported: tuberculosis (tb)" "binary" "phesant" 361141 53 359373 1768
"20002_1441" "Non-cancer illness code, self-reported: malaria" "binary" "phesant" 361141 53 360713 428
"20002_1442" "Non-cancer illness code, self-reported: helicobacter pylori" "binary" "phesant" 361141 53 360136 1005
"20002_1445" "Non-cancer illness code, self-reported: clotting disorder/excessive bleeding" "binary" "phesant" 361141 53 360787 354
"20002_1446" "Non-cancer illness code, self-reported: anaemia" "binary" "phesant" 361141 53 360539 602
"20002_1451" "Non-cancer illness code, self-reported: hereditary/genetic haematological disorder" "binary" "phesant" 361141 53 360825 316
"20002_1452" "Non-cancer illness code, self-reported: eczema/dermatitis" "binary" "phesant" 361141 53 351820 9321
"20002_1453" "Non-cancer illness code, self-reported: psoriasis" "binary" "phesant" 361141 53 356949 4192
"20002_1454" "Non-cancer illness code, self-reported: blistering/desquamating skin disorder" "binary" "phesant" 361141 53 360562 579
"20002_1455" "Non-cancer illness code, self-reported: chronic skin ulcers" "binary" "phesant" 361141 53 361018 123
"20002_1456" "Non-cancer illness code, self-reported: malabsorption/coeliac disease" "binary" "phesant" 361141 53 359554 1587
"20002_1457" "Non-cancer illness code, self-reported: duodenal ulcer" "binary" "phesant" 361141 53 359642 1499
"20002_1458" "Non-cancer illness code, self-reported: diverticular disease/diverticulitis" "binary" "phesant" 361141 53 357017 4124
"20002_1459" "Non-cancer illness code, self-reported: colitis/not crohns or ulcerative colitis" "binary" "phesant" 361141 53 360182 959
"20002_1460" "Non-cancer illness code, self-reported: rectal or colon adenoma/polyps" "binary" "phesant" 361141 53 360053 1088
"20002_1461" "Non-cancer illness code, self-reported: inflammatory bowel disease" "binary" "phesant" 361141 53 360991 150
"20002_1462" "Non-cancer illness code, self-reported: crohns disease" "binary" "phesant" 361141 53 360045 1096
"20002_1463" "Non-cancer illness code, self-reported: ulcerative colitis" "binary" "phesant" 361141 53 359225 1916
"20002_1464" "Non-cancer illness code, self-reported: rheumatoid arthritis" "binary" "phesant" 361141 53 357124 4017
"20002_1465" "Non-cancer illness code, self-reported: osteoarthritis" "binary" "phesant" 361141 53 331095 30046
"20002_1466" "Non-cancer illness code, self-reported: gout" "binary" "phesant" 361141 53 355967 5174
"20002_1467" "Non-cancer illness code, self-reported: other joint disorder" "binary" "phesant" 361141 53 358865 2276
"20002_1468" "Non-cancer illness code, self-reported: diabetic neuropathy/ulcers" "binary" "phesant" 361141 53 361018 123
"20002_1469" "Non-cancer illness code, self-reported: post-traumatic stress disorder" "binary" "phesant" 361141 53 360875 266
"20002_1470" "Non-cancer illness code, self-reported: anorexia/bulimia/other eating disorder" "binary" "phesant" 361141 53 360851 290
"20002_1471" "Non-cancer illness code, self-reported: atrial fibrillation" "binary" "phesant" 361141 53 358313 2828
"20002_1472" "Non-cancer illness code, self-reported: emphysema" "binary" "phesant" 361141 53 360991 150
"20002_1473" "Non-cancer illness code, self-reported: high cholesterol" "binary" "phesant" 361141 53 317184 43957
"20002_1474" "Non-cancer illness code, self-reported: hiatus hernia" "binary" "phesant" 361141 53 352801 8340
"20002_1476" "Non-cancer illness code, self-reported: sciatica" "binary" "phesant" 361141 53 357741 3400
"20002_1477" "Non-cancer illness code, self-reported: psoriatic arthropathy" "binary" "phesant" 361141 53 360429 712
"20002_1478" "Non-cancer illness code, self-reported: cervical spondylosis" "binary" "phesant" 361141 53 358631 2510
"20002_1479" "Non-cancer illness code, self-reported: rheumatic fever" "binary" "phesant" 361141 53 360080 1061
"20002_1482" "Non-cancer illness code, self-reported: chronic fatigue syndrome" "binary" "phesant" 361141 53 359482 1659
"20002_1485" "Non-cancer illness code, self-reported: irregular heart beat" "binary" "phesant" 361141 53 360576 565
"20002_1487" "Non-cancer illness code, self-reported: svt / supraventricular tachycardia" "binary" "phesant" 361141 53 360952 189
"20002_1491" "Non-cancer illness code, self-reported: brain haemorrhage" "binary" "phesant" 361141 53 361031 110
"20002_1494" "Non-cancer illness code, self-reported: varicose veins" "binary" "phesant" 361141 53 359842 1299
"20002_1495" "Non-cancer illness code, self-reported: lymphoedema" "binary" "phesant" 361141 53 360961 180
"20002_1497" "Non-cancer illness code, self-reported: pneumothorax" "binary" "phesant" 361141 53 360984 157
"20002_1499" "Non-cancer illness code, self-reported: labyrinthitis" "binary" "phesant" 361141 53 360953 188
"20002_1500" "Non-cancer illness code, self-reported: vertigo" "binary" "phesant" 361141 53 360710 431
"20002_1501" "Non-cancer illness code, self-reported: pyloric stenosis" "binary" "phesant" 361141 53 361036 105
"20002_1502" "Non-cancer illness code, self-reported: appendicitis" "binary" "phesant" 361141 53 358083 3058
"20002_1504" "Non-cancer illness code, self-reported: anal fissure" "binary" "phesant" 361141 53 360953 188
"20002_1505" "Non-cancer illness code, self-reported: haemorrhoids / piles" "binary" "phesant" 361141 53 360182 959
"20002_1508" "Non-cancer illness code, self-reported: jaundice (unknown cause)" "binary" "phesant" 361141 53 360845 296
"20002_1509" "Non-cancer illness code, self-reported: gastroenteritis/dysentry" "binary" "phesant" 361141 53 361037 104
"20002_1510" "Non-cancer illness code, self-reported: dyspepsia / indigestion" "binary" "phesant" 361141 53 360686 455
"20002_1511" "Non-cancer illness code, self-reported: abdominal hernia" "binary" "phesant" 361141 53 360907 234
"20002_1512" "Non-cancer illness code, self-reported: umbilical hernia" "binary" "phesant" 361141 53 360813 328
"20002_1513" "Non-cancer illness code, self-reported: inguinal hernia" "binary" "phesant" 361141 53 359644 1497
"20002_1514" "Non-cancer illness code, self-reported: cystitis" "binary" "phesant" 361141 53 360842 299
"20002_1523" "Non-cancer illness code, self-reported: trigemminal neuralgia" "binary" "phesant" 361141 53 360984 157
"20002_1525" "Non-cancer illness code, self-reported: benign / essential tremor" "binary" "phesant" 361141 53 361031 110
"20002_1526" "Non-cancer illness code, self-reported: polio / poliomyelitis" "binary" "phesant" 361141 53 360885 256
"20002_1528" "Non-cancer illness code, self-reported: macular degeneration" "binary" "phesant" 361141 53 360929 212
"20002_1529" "Non-cancer illness code, self-reported: dry eyes" "binary" "phesant" 361141 53 360626 515
"20002_1530" "Non-cancer illness code, self-reported: iritis" "binary" "phesant" 361141 53 360986 155
"20002_1532" "Non-cancer illness code, self-reported: disc problem" "binary" "phesant" 361141 53 360812 329
"20002_1533" "Non-cancer illness code, self-reported: disc degeneration" "binary" "phesant" 361141 53 360474 667
"20002_1534" "Non-cancer illness code, self-reported: back pain" "binary" "phesant" 361141 53 359204 1937
"20002_1535" "Non-cancer illness code, self-reported: scoliosis" "binary" "phesant" 361141 53 360894 247
"20002_1536" "Non-cancer illness code, self-reported: spinal stenosis" "binary" "phesant" 361141 53 361031 110
"20002_1537" "Non-cancer illness code, self-reported: joint pain" "binary" "phesant" 361141 53 359932 1209
"20002_1538" "Non-cancer illness code, self-reported: arthritis (nos)" "binary" "phesant" 361141 53 358354 2787
"20002_1540" "Non-cancer illness code, self-reported: plantar fascitis" "binary" "phesant" 361141 53 360995 146
"20002_1541" "Non-cancer illness code, self-reported: carpal tunnel syndrome" "binary" "phesant" 361141 53 360536 605
"20002_1542" "Non-cancer illness code, self-reported: fibromyalgia" "binary" "phesant" 361141 53 360608 533
"20002_1544" "Non-cancer illness code, self-reported: dupuytren's contracture" "binary" "phesant" 361141 53 360876 265
"20002_1545" "Non-cancer illness code, self-reported: neck problem/injury" "binary" "phesant" 361141 53 360824 317
"20002_1548" "Non-cancer illness code, self-reported: acne/acne vulgaris" "binary" "phesant" 361141 53 360932 209
"20002_1549" "Non-cancer illness code, self-reported: lichen planus" "binary" "phesant" 361141 53 360986 155
"20002_1550" "Non-cancer illness code, self-reported: lichen sclerosis" "binary" "phesant" 361141 53 361018 123
"20002_1561" "Non-cancer illness code, self-reported: raynaud's phenomenon/disease" "binary" "phesant" 361141 53 360766 375
"20002_1562" "Non-cancer illness code, self-reported: food intolerance" "binary" "phesant" 361141 53 360987 154
"20002_1563" "Non-cancer illness code, self-reported: urticaria" "binary" "phesant" 361141 53 360912 229
"20002_1567" "Non-cancer illness code, self-reported: infectious mononucleosis / glandular fever / epstein barr virus (ebv)" "binary" "phesant" 361141 53 360677 464
"20002_1568" "Non-cancer illness code, self-reported: measles / morbillivirus" "binary" "phesant" 361141 53 359884 1257
"20002_1569" "Non-cancer illness code, self-reported: mumps / epidemic parotitis" "binary" "phesant" 361141 53 360347 794
"20002_1570" "Non-cancer illness code, self-reported: rubella / german measles" "binary" "phesant" 361141 53 360698 443
"20002_1571" "Non-cancer illness code, self-reported: chickenpox" "binary" "phesant" 361141 53 359701 1440
"20002_1572" "Non-cancer illness code, self-reported: whooping cough / pertussis" "binary" "phesant" 361141 53 360734 407
"20002_1573" "Non-cancer illness code, self-reported: shingles" "binary" "phesant" 361141 53 360814 327
"20002_1575" "Non-cancer illness code, self-reported: herpes simplex" "binary" "phesant" 361141 53 360987 154
